Date,LearningRate,Energy
2021-01-04,0.001,1.3914371436214952
2021-01-04,0.0016378937069540646,1.3913777446669993
2021-01-04,0.0026826957952797246,1.39127874883238
2021-01-04,0.004393970560760791,1.3911119233066354
2021-01-04,0.0071968567300115215,1.3908256605787894
2021-01-04,0.011787686347935873,1.3903197333778539
2021-01-04,0.019306977288832496,1.3893815689314808
2021-01-04,0.03162277660168379,1.3875010468657356
2021-01-04,0.0517947467923121,1.3832295283263625
2021-01-04,0.08483428982440717,1.3714091262614636
2021-01-04,0.13894954943731375,1.327253152468912
2021-01-04,0.22758459260747887,1.0752953950815318
2021-01-04,0.3727593720314938,-0.9744697974869609
2021-01-04,0.6105402296585326,-1.2016239147206778
2021-01-04,1.0,-1.2068429419206093
2021-02-02,0.001,1.3334891516163085
2021-02-02,0.0016378937069540646,1.3334339139487101
2021-02-02,0.0026826957952797246,1.333341895381966
2021-02-02,0.004393970560760791,1.333186943538556
2021-02-02,0.0071968567300115215,1.3329213803250124
2021-02-02,0.011787686347935873,1.3324529752739809
2021-02-02,0.019306977288832496,1.331587229326703
2021-02-02,0.03162277660168379,1.329861106462943
2021-02-02,0.0517947467923121,1.3259739896897207
2021-02-02,0.08483428982440717,1.3153631270700044
2021-02-02,0.13894954943731375,1.2765010852618854
2021-02-02,0.22758459260747887,1.0533029796315243
2021-02-02,0.3727593720314938,-1.00166743105998
2021-02-02,0.6105402296585326,-1.223322941044767
2021-02-02,1.0,-1.226627379578331
2021-03-04,0.001,-1.1953633285841503
2021-03-04,0.0016378937069540646,-1.19551989338063
2021-03-04,0.0026826957952797246,-1.195771195393126
2021-03-04,0.004393970560760791,-1.1961694000042111
2021-03-04,0.0071968567300115215,-1.1967872434072857
2021-03-04,0.011787686347935873,-1.1977135163473016
2021-03-04,0.019306977288832496,-1.1990267225742748
2021-03-04,0.03162277660168379,-1.2007274312120801
2021-03-04,0.0517947467923121,-1.2026323272476498
2021-03-04,0.08483428982440717,-1.2043295024844018
2021-03-04,0.13894954943731375,-1.2053990278460727
2021-03-04,0.22758459260747887,-1.2058335802716362
2021-03-04,0.3727593720314938,-1.2060458757668986
2021-03-04,0.6105402296585326,-1.2064548718455064
2021-03-04,1.0,-1.2075823979083733
2021-04-06,0.001,-1.1665488114116884
2021-04-06,0.0016378937069540646,-1.1666990749716508
2021-04-06,0.0026826957952797246,-1.1669404542128565
2021-04-06,0.004393970560760791,-1.1673234302510576
2021-04-06,0.0071968567300115215,-1.167918894756302
2021-04-06,0.011787686347935873,-1.1688146529200183
2021-04-06,0.019306977288832496,-1.1700915234554299
2021-04-06,0.03162277660168379,-1.171759440414753
2021-04-06,0.0517947467923121,-1.1736526004991028
2021-04-06,0.08483428982440717,-1.1753740428567547
2021-04-06,0.13894954943731375,-1.1764989390356388
2021-04-06,0.22758459260747887,-1.177018907217284
2021-04-06,0.3727593720314938,-1.1774185647161513
2021-04-06,0.6105402296585326,-1.1783665697855508
2021-04-06,1.0,-1.1814489565971893
2021-05-05,0.001,-1.194765773233747
2021-05-05,0.0016378937069540646,-1.1949192930092931
2021-05-05,0.0026826957952797246,-1.1951658190611143
2021-05-05,0.004393970560760791,-1.195556743055415
2021-05-05,0.0071968567300115215,-1.1961640096471036
2021-05-05,0.011787686347935873,-1.1970761503487415
2021-05-05,0.019306977288832496,-1.1983731578202526
2021-05-05,0.03162277660168379,-1.200060412409051
2021-05-05,0.0517947467923121,-1.2019620671705342
2021-05-05,0.08483428982440717,-1.2036685623424783
2021-05-05,0.13894954943731375,-1.2047479685542393
2021-05-05,0.22758459260747887,-1.2051825256122606
2021-05-05,0.3727593720314938,-1.2053957614021382
2021-05-05,0.6105402296585326,-1.2058127693173115
2021-05-05,1.0,-1.2069533381410888
2021-06-10,0.001,1.289734797923849
2021-06-10,0.0016378937069540646,1.2896826295335773
2021-06-10,0.0026826957952797246,1.2895957574119752
2021-06-10,0.004393970560760791,1.289449563840156
2021-06-10,0.0071968567300115215,1.289199268658659
2021-06-10,0.011787686347935873,1.2887585345959465
2021-06-10,0.019306977288832496,1.2879461568864217
2021-06-10,0.03162277660168379,1.2863335948448462
2021-06-10,0.0517947467923121,1.282727860557514
2021-06-10,0.08483428982440717,1.2729931491424002
2021-06-10,0.13894954943731375,1.2378812762775735
2021-06-10,0.22758459260747887,1.0339297268202516
2021-06-10,0.3727593720314938,-1.0280465836069501
2021-06-10,0.6105402296585326,-1.241143960710831
2021-06-10,1.0,-1.243026851886607
2021-07-09,0.001,-1.2294243585135016
2021-07-09,0.0016378937069540646,-1.2295976282384786
2021-07-09,0.0026826957952797246,-1.2298750799808238
2021-07-09,0.004393970560760791,-1.2303130162304154
2021-07-09,0.0071968567300115215,-1.2309882471165023
2021-07-09,0.011787686347935873,-1.2319903898497966
2021-07-09,0.019306977288832496,-1.233388676135138
2021-07-09,0.03162277660168379,-1.23515581157575
2021-07-09,0.0517947467923121,-1.2370665897100679
2021-07-09,0.08483428982440717,-1.2386955720303454
2021-07-09,0.13894954943731375,-1.2396807342410043
2021-07-09,0.22758459260747887,-1.2400512239673545
2021-07-09,0.3727593720314938,-1.2401294048010303
2021-07-09,0.6105402296585326,-1.2401811639683344
2021-07-09,1.0,-1.2402830652992456
2021-08-10,0.001,-1.1770593309743074
2021-08-10,0.0016378937069540646,-1.1772215894437348
2021-08-10,0.0026826957952797246,-1.1774817665165094
2021-08-10,0.004393970560760791,-1.1778933574370645
2021-08-10,0.0071968567300115215,-1.1785302843576293
2021-08-10,0.011787686347935873,-1.1794811650917418
2021-08-10,0.019306977288832496,-1.1808205104701068
2021-08-10,0.03162277660168379,-1.182538510702503
2021-08-10,0.0517947467923121,-1.1844388389803744
2021-08-10,0.08483428982440717,-1.1861139593039947
2021-08-10,0.13894954943731375,-1.1871834908975318
2021-08-10,0.22758459260747887,-1.1876705772793739
2021-08-10,0.3727593720314938,-1.1879846351862071
2021-08-10,0.6105402296585326,-1.1886524661483326
2021-08-10,1.0,-1.1907431507653363
2021-09-10,0.001,-1.2050505555067956
2021-09-10,0.0016378937069540646,-1.2052129542702337
2021-09-10,0.0026826957952797246,-1.205473396653873
2021-09-10,0.004393970560760791,-1.2058855091954785
2021-09-10,0.0071968567300115215,-1.2065234902498039
2021-09-10,0.011787686347935873,-1.2074765006697221
2021-09-10,0.019306977288832496,-1.2088199324470308
2021-09-10,0.03162277660168379,-1.2105446957849186
2021-09-10,0.0517947467923121,-1.2124525530172783
2021-09-10,0.08483428982440717,-1.214126075911564
2021-09-10,0.13894954943731375,-1.215165457867478
2021-09-10,0.22758459260747887,-1.2155768251139139
2021-09-10,0.3727593720314938,-1.2157378012211446
2021-09-10,0.6105402296585326,-1.2160029996553348
2021-09-10,1.0,-1.216688912419329
2021-10-11,0.001,1.4321709212809708
2021-10-11,0.0016378937069540646,1.432110494843399
2021-10-11,0.0026826957952797246,1.4320097872239423
2021-10-11,0.004393970560760791,1.4318400787603862
2021-10-11,0.0071968567300115215,1.4315488737086035
2021-10-11,0.011787686347935873,1.4310342244121068
2021-10-11,0.019306977288832496,1.4300799243778612
2021-10-11,0.03162277660168379,1.4281672042286067
2021-10-11,0.0517947467923121,1.4238233928552566
2021-10-11,0.08483428982440717,1.4118103544337968
2021-10-11,0.13894954943731375,1.3670140534321251
2021-10-11,0.22758459260747887,1.110778846471004
2021-10-11,0.3727593720314938,-1.054110802060219
2021-10-11,0.6105402296585326,-1.2388208908951128
2021-10-11,1.0,-1.2401715253907142
2021-11-10,0.001,-1.2285743880856832
2021-11-10,0.0016378937069540646,-1.228729505389126
2021-11-10,0.0026826957952797246,-1.2289785865403364
2021-11-10,0.004393970560760791,-1.22937353350742
2021-11-10,0.0071968567300115215,-1.2299869674204433
2021-11-10,0.011787686347935873,-1.2309081327398834
2021-11-10,0.019306977288832496,-1.232217266342861
